#NAME	SENSE	SAMPLE	HAPLOTYPE	LOCUS	PHASE_BLOCK	SUBRANGE
HG02559#2#JAGYVJ010000253.1#0	HAPLOTYPE	HG02559	2	JAGYVJ010000253.1	0	NO_SUBRANGE
NA20129#1#JAHEPE010000146.1#0	HAPLOTYPE	NA20129	1	JAHEPE010000146.1	0	NO_SUBRANGE
NA21309#2#JAHEPB010000114.1#0	HAPLOTYPE	NA21309	2	JAHEPB010000114.1	0	NO_SUBRANGE
HG02622#2#JAHAON010000040.1#0[11918611-12807534]	HAPLOTYPE	HG02622	2	JAHAON010000040.1	0	11918611-12807534
HG02572#1#JAHAOW010000242.1#0[104457-1009015]	HAPLOTYPE	HG02572	1	JAHAOW010000242.1	0	104457-1009015
HG02145#1#JAHKSG010000190.1#0[137677-632330]	HAPLOTYPE	HG02145	1	JAHKSG010000190.1	0	137677-632330
HG01891#2#JAGYVN010000170.1#0	HAPLOTYPE	HG01891	2	JAGYVN010000170.1	0	NO_SUBRANGE
HG01358#1#JAGYZB010000011.1#0[1-495724]	HAPLOTYPE	HG01358	1	JAGYZB010000011.1	0	1-495724
HG01175#1#JAHAMA010000037.1#0[952735-32446334]	HAPLOTYPE	HG01175	1	JAHAMA010000037.1	0	952735-32446334
HG03579#1#JAGYVU010000116.1#0[2083366-12698582]	HAPLOTYPE	HG03579	1	JAGYVU010000116.1	0	2083366-12698582
HG02622#2#JAHAON010000115.1#0	HAPLOTYPE	HG02622	2	JAHAON010000115.1	0	NO_SUBRANGE
HG02055#1#JAHEPK010000117.1#0	HAPLOTYPE	HG02055	1	JAHEPK010000117.1	0	NO_SUBRANGE
HG03486#2#JAHEOP010000024.1#0[16700686-17499585]	HAPLOTYPE	HG03486	2	JAHEOP010000024.1	0	16700686-17499585
HG03098#2#JAHEPL010000161.1#0[4123-2057353]	HAPLOTYPE	HG03098	2	JAHEPL010000161.1	0	4123-2057353
HG02486#2#JAGYVL010000184.1#0	HAPLOTYPE	HG02486	2	JAGYVL010000184.1	0	NO_SUBRANGE
HG03486#1#JAHEOQ010000049.1#0	HAPLOTYPE	HG03486	1	JAHEOQ010000049.1	0	NO_SUBRANGE
HG03098#2#JAHEPL010000028.1#0	HAPLOTYPE	HG03098	2	JAHEPL010000028.1	0	NO_SUBRANGE
HG00735#2#JAHBCG010000133.1#0	HAPLOTYPE	HG00735	2	JAHBCG010000133.1	0	NO_SUBRANGE
HG02818#2#JAHEOR010000153.1#0	HAPLOTYPE	HG02818	2	JAHEOR010000153.1	0	NO_SUBRANGE
HG02886#1#JAHAOU010000258.1#0	HAPLOTYPE	HG02886	1	JAHAOU010000258.1	0	NO_SUBRANGE
HG01978#1#JAGYVS010000046.1#0	HAPLOTYPE	HG01978	1	JAGYVS010000046.1	0	NO_SUBRANGE
NA21309#1#JAHEPC010000176.1#0	HAPLOTYPE	NA21309	1	JAHEPC010000176.1	0	NO_SUBRANGE
HG02886#1#JAHAOU010000068.1#0[13553028-20227285]	HAPLOTYPE	HG02886	1	JAHAOU010000068.1	0	13553028-20227285
HG02148#2#JAHAMF010000044.1#0[67-12069678]	HAPLOTYPE	HG02148	2	JAHAMF010000044.1	0	67-12069678
HG03579#2#JAGYVT010000171.1#0	HAPLOTYPE	HG03579	2	JAGYVT010000171.1	0	NO_SUBRANGE
HG01243#2#JAHEOX010000181.1#0	HAPLOTYPE	HG01243	2	JAHEOX010000181.1	0	NO_SUBRANGE
HG03486#2#JAHEOP010000023.1#0	HAPLOTYPE	HG03486	2	JAHEOP010000023.1	0	NO_SUBRANGE
HG03486#1#JAHEOQ010000154.1#0	HAPLOTYPE	HG03486	1	JAHEOQ010000154.1	0	NO_SUBRANGE
NA18906#2#JAHEON010000062.1#0	HAPLOTYPE	NA18906	2	JAHEON010000062.1	0	NO_SUBRANGE
HG03453#2#JAGYVV010000182.1#0[1068-1233081]	HAPLOTYPE	HG03453	2	JAGYVV010000182.1	0	1068-1233081
NA18906#1#JAHEOO010000012.1#0[28-35403226]	HAPLOTYPE	NA18906	1	JAHEOO010000012.1	0	28-35403226
GRCh38#chrUn_KI270391v1	REFERENCE	GRCh38	NO_HAPLOTYPE	chrUn_KI270391v1	NO_PHASE_BLOCK	NO_SUBRANGE
HG01106#1#JAHAMC010000095.1#0	HAPLOTYPE	HG01106	1	JAHAMC010000095.1	0	NO_SUBRANGE
HG02145#2#JAHKSF010000182.1#0	HAPLOTYPE	HG02145	2	JAHKSF010000182.1	0	NO_SUBRANGE
HG03486#2#JAHEOP010000092.1#0	HAPLOTYPE	HG03486	2	JAHEOP010000092.1	0	NO_SUBRANGE
HG01175#2#JAHALZ010000123.1#0	HAPLOTYPE	HG01175	2	JAHALZ010000123.1	0	NO_SUBRANGE
HG03492#1#JAHEPI010000148.1#0[2092-6372954]	HAPLOTYPE	HG03492	1	JAHEPI010000148.1	0	2092-6372954
HG03579#2#JAGYVT010000198.1#0[2239708-3199644]	HAPLOTYPE	HG03579	2	JAGYVT010000198.1	0	2239708-3199644
HG02818#2#JAHEOR010000103.1#0	HAPLOTYPE	HG02818	2	JAHEOR010000103.1	0	NO_SUBRANGE
HG01109#2#JAHEOZ010000140.1#0[12972-860088]	HAPLOTYPE	HG01109	2	JAHEOZ010000140.1	0	12972-860088
HG03486#2#JAHEOP010000184.1#0[419-1805600]	HAPLOTYPE	HG03486	2	JAHEOP010000184.1	0	419-1805600
HG02257#2#JAGYVH010000022.1#0[615464-1909704]	HAPLOTYPE	HG02257	2	JAGYVH010000022.1	0	615464-1909704
HG00733#1#JAHEPQ010000508.1#0	HAPLOTYPE	HG00733	1	JAHEPQ010000508.1	0	NO_SUBRANGE
HG03492#1#JAHEPI010000067.1#0[728634-1160900]	HAPLOTYPE	HG03492	1	JAHEPI010000067.1	0	728634-1160900
HG01891#2#JAGYVN010000167.1#0[13722-44017]	HAPLOTYPE	HG01891	2	JAGYVN010000167.1	0	13722-44017
HG00438#2#JAHBCA010000151.1#0	HAPLOTYPE	HG00438	2	JAHBCA010000151.1	0	NO_SUBRANGE
HG01243#2#JAHEOX010000048.1#0	HAPLOTYPE	HG01243	2	JAHEOX010000048.1	0	NO_SUBRANGE
HG03579#2#JAGYVT010000198.1#0	HAPLOTYPE	HG03579	2	JAGYVT010000198.1	0	NO_SUBRANGE
HG02886#2#JAHAOT010000023.1#0	HAPLOTYPE	HG02886	2	JAHAOT010000023.1	0	NO_SUBRANGE
HG01106#1#JAHAMC010000015.1#0[82592061-85603356]	HAPLOTYPE	HG01106	1	JAHAMC010000015.1	0	82592061-85603356
HG01258#2#JAGYYU010000021.1#0[86621856-86713814]	HAPLOTYPE	HG01258	2	JAGYYU010000021.1	0	86621856-86713814
HG03486#1#JAHEOQ010000080.1#0	HAPLOTYPE	HG03486	1	JAHEOQ010000080.1	0	NO_SUBRANGE
HG00741#2#JAHALX010000091.1#0[2-13518185]	HAPLOTYPE	HG00741	2	JAHALX010000091.1	0	2-13518185
HG02630#2#JAHAOP010000302.1#0[16754-41294]	HAPLOTYPE	HG02630	2	JAHAOP010000302.1	0	16754-41294
HG01978#2#JAGYVR010000217.1#0	HAPLOTYPE	HG01978	2	JAGYVR010000217.1	0	NO_SUBRANGE
HG01361#2#JAGYYW010000112.1#0[20740-1760192]	HAPLOTYPE	HG01361	2	JAGYYW010000112.1	0	20740-1760192
HG01258#1#JAGYYV010000012.1#0[66500956-66928936]	HAPLOTYPE	HG01258	1	JAGYYV010000012.1	0	66500956-66928936
HG00438#2#JAHBCA010000125.1#0	HAPLOTYPE	HG00438	2	JAHBCA010000125.1	0	NO_SUBRANGE
HG02257#1#JAGYVI010000020.1#0[270-80506721]	HAPLOTYPE	HG02257	1	JAGYVI010000020.1	0	270-80506721
HG01952#1#JAHAME010000028.1#0	HAPLOTYPE	HG01952	1	JAHAME010000028.1	0	NO_SUBRANGE
HG02145#2#JAHKSF010000318.1#0	HAPLOTYPE	HG02145	2	JAHKSF010000318.1	0	NO_SUBRANGE
HG01175#1#JAHAMA010000100.1#0[1890327-1997469]	HAPLOTYPE	HG01175	1	JAHAMA010000100.1	0	1890327-1997469
NA20129#2#JAHEPD010000330.1#0[132-207856]	HAPLOTYPE	NA20129	2	JAHEPD010000330.1	0	132-207856
HG02717#1#JAHAOS010000135.1#0[165-959546]	HAPLOTYPE	HG02717	1	JAHAOS010000135.1	0	165-959546
HG02109#2#JAHEPF010000283.1#0[113-2294635]	HAPLOTYPE	HG02109	2	JAHEPF010000283.1	0	113-2294635
HG02486#1#JAGYVM010000076.1#0[5628637-6421991]	HAPLOTYPE	HG02486	1	JAGYVM010000076.1	0	5628637-6421991
HG02559#2#JAGYVJ010000033.1#0[31925717-32417472]	HAPLOTYPE	HG02559	2	JAGYVJ010000033.1	0	31925717-32417472
HG02572#2#JAHAOV010000064.1#0[5430552-5584999]	HAPLOTYPE	HG02572	2	JAHAOV010000064.1	0	5430552-5584999
HG02145#1#JAHKSG010000142.1#0[1752-3849405]	HAPLOTYPE	HG02145	1	JAHKSG010000142.1	0	1752-3849405
HG00621#2#JAHBCC010000075.1#0[13-10281915]	HAPLOTYPE	HG00621	2	JAHBCC010000075.1	0	13-10281915
HG02145#1#JAHKSG010000558.1#0	HAPLOTYPE	HG02145	1	JAHKSG010000558.1	0	NO_SUBRANGE
HG02630#2#JAHAOP010000060.1#0[692038-951996]	HAPLOTYPE	HG02630	2	JAHAOP010000060.1	0	692038-951996
HG01978#1#JAGYVS010000267.1#0[126-33211]	HAPLOTYPE	HG01978	1	JAGYVS010000267.1	0	126-33211
HG01258#1#JAGYYV010000107.1#0[364178-395871]	HAPLOTYPE	HG01258	1	JAGYYV010000107.1	0	364178-395871
HG01891#1#JAGYVO010000427.1#0	HAPLOTYPE	HG01891	1	JAGYVO010000427.1	0	NO_SUBRANGE
HG00741#1#JAHALY010000013.1#0	HAPLOTYPE	HG00741	1	JAHALY010000013.1	0	NO_SUBRANGE
HG01978#1#JAGYVS010000059.1#0[3339598-70575375]	HAPLOTYPE	HG01978	1	JAGYVS010000059.1	0	3339598-70575375
HG01071#1#JAHBCF010000049.1#0	HAPLOTYPE	HG01071	1	JAHBCF010000049.1	0	NO_SUBRANGE
HG00438#1#JAHBCB010000074.1#0[15235078-31993453]	HAPLOTYPE	HG00438	1	JAHBCB010000074.1	0	15235078-31993453
HG02145#2#JAHKSF010000147.1#0	HAPLOTYPE	HG02145	2	JAHKSF010000147.1	0	NO_SUBRANGE
HG01978#2#JAGYVR010000065.1#0	HAPLOTYPE	HG01978	2	JAGYVR010000065.1	0	NO_SUBRANGE
HG03098#2#JAHEPL010000027.1#0[292-7204924]	HAPLOTYPE	HG03098	2	JAHEPL010000027.1	0	292-7204924
NA18906#2#JAHEON010000071.1#0[711-43313841]	HAPLOTYPE	NA18906	2	JAHEON010000071.1	0	711-43313841
HG03540#2#JAGYVX010000022.1#0[10313346-11021481]	HAPLOTYPE	HG03540	2	JAGYVX010000022.1	0	10313346-11021481
HG02559#1#JAGYVK010000005.1#0	HAPLOTYPE	HG02559	1	JAGYVK010000005.1	0	NO_SUBRANGE
HG02572#2#JAHAOV010000172.1#0[739-563135]	HAPLOTYPE	HG02572	2	JAHAOV010000172.1	0	739-563135
HG02723#2#JAHEOT010000241.1#0	HAPLOTYPE	HG02723	2	JAHEOT010000241.1	0	NO_SUBRANGE
HG01109#1#JAHEPA010000197.1#0	HAPLOTYPE	HG01109	1	JAHEPA010000197.1	0	NO_SUBRANGE
HG01358#2#JAGYZA010000202.1#0[819-141830]	HAPLOTYPE	HG01358	2	JAGYZA010000202.1	0	819-141830
HG03098#2#JAHEPL010000107.1#0	HAPLOTYPE	HG03098	2	JAHEPL010000107.1	0	NO_SUBRANGE
HG03453#1#JAGYVW010000141.1#0	HAPLOTYPE	HG03453	1	JAGYVW010000141.1	0	NO_SUBRANGE
HG02080#1#JAHEOW010000107.1#0[1325289-10378442]	HAPLOTYPE	HG02080	1	JAHEOW010000107.1	0	1325289-10378442
HG03492#2#JAHEPH010000297.1#0[1-2133247]	HAPLOTYPE	HG03492	2	JAHEPH010000297.1	0	1-2133247
HG01109#2#JAHEOZ010000171.1#0	HAPLOTYPE	HG01109	2	JAHEOZ010000171.1	0	NO_SUBRANGE
HG02723#2#JAHEOT010000128.1#0[6-12595059]	HAPLOTYPE	HG02723	2	JAHEOT010000128.1	0	6-12595059
HG02145#1#JAHKSG010000186.1#0[462093-2952912]	HAPLOTYPE	HG02145	1	JAHKSG010000186.1	0	462093-2952912
HG01928#2#JAGYVP010000112.1#0	HAPLOTYPE	HG01928	2	JAGYVP010000112.1	0	NO_SUBRANGE
HG01891#1#JAGYVO010000110.1#0[351504-397251]	HAPLOTYPE	HG01891	1	JAGYVO010000110.1	0	351504-397251
HG02572#2#JAHAOV010000517.1#0	HAPLOTYPE	HG02572	2	JAHAOV010000517.1	0	NO_SUBRANGE
HG02145#1#JAHKSG010000116.1#0[3768-15196988]	HAPLOTYPE	HG02145	1	JAHKSG010000116.1	0	3768-15196988
HG02572#1#JAHAOW010000181.1#0[739981-999941]	HAPLOTYPE	HG02572	1	JAHAOW010000181.1	0	739981-999941
HG03540#2#JAGYVX010000016.1#0	HAPLOTYPE	HG03540	2	JAGYVX010000016.1	0	NO_SUBRANGE
NA20129#2#JAHEPD010000029.1#0[411777-17085431]	HAPLOTYPE	NA20129	2	JAHEPD010000029.1	0	411777-17085431
HG03492#2#JAHEPH010000095.1#0	HAPLOTYPE	HG03492	2	JAHEPH010000095.1	0	NO_SUBRANGE
HG01978#1#JAGYVS010000019.1#0[3557173-105381431]	HAPLOTYPE	HG01978	1	JAGYVS010000019.1	0	3557173-105381431
HG01109#2#JAHEOZ010000303.1#0[1150-39015]	HAPLOTYPE	HG01109	2	JAHEOZ010000303.1	0	1150-39015
NA20129#2#JAHEPD010000179.1#0	HAPLOTYPE	NA20129	2	JAHEPD010000179.1	0	NO_SUBRANGE
HG03540#1#JAGYVY010000359.1#0	HAPLOTYPE	HG03540	1	JAGYVY010000359.1	0	NO_SUBRANGE
NA20129#2#JAHEPD010000401.1#0[352-41719]	HAPLOTYPE	NA20129	2	JAHEPD010000401.1	0	352-41719
HG02572#2#JAHAOV010000050.1#0[10224424-11853242]	HAPLOTYPE	HG02572	2	JAHAOV010000050.1	0	10224424-11853242
CHM13#0#chr2[110698558-232311709]	REFERENCE	CHM13	0	chr2	NO_PHASE_BLOCK	110698558-232311709
HG01358#1#JAGYZB010000081.1#0[9305541-18718556]	HAPLOTYPE	HG01358	1	JAGYZB010000081.1	0	9305541-18718556
HG00741#2#JAHALX010000098.1#0[475163-903111]	HAPLOTYPE	HG00741	2	JAHALX010000098.1	0	475163-903111
HG02486#2#JAGYVL010000118.1#0[15613-71806]	HAPLOTYPE	HG02486	2	JAGYVL010000118.1	0	15613-71806
HG02886#1#JAHAOU010000037.1#0	HAPLOTYPE	HG02886	1	JAHAOU010000037.1	0	NO_SUBRANGE
HG01978#1#JAGYVS010000008.1#0[32983410-33938012]	HAPLOTYPE	HG01978	1	JAGYVS010000008.1	0	32983410-33938012
HG01928#2#JAGYVP010000007.1#0[1042201-1308275]	HAPLOTYPE	HG01928	2	JAGYVP010000007.1	0	1042201-1308275
GRCh38#chrUn_KI270393v1	REFERENCE	GRCh38	NO_HAPLOTYPE	chrUn_KI270393v1	NO_PHASE_BLOCK	NO_SUBRANGE
HG01358#2#JAGYZA010000159.1#0[373-1027934]	HAPLOTYPE	HG01358	2	JAGYZA010000159.1	0	373-1027934
HG03486#2#JAHEOP010000071.1#0	HAPLOTYPE	HG03486	2	JAHEOP010000071.1	0	NO_SUBRANGE
HG00621#2#JAHBCC010000074.1#0[7572400-7592616]	HAPLOTYPE	HG00621	2	JAHBCC010000074.1	0	7572400-7592616
HG02080#1#JAHEOW010000252.1#0	HAPLOTYPE	HG02080	1	JAHEOW010000252.1	0	NO_SUBRANGE
HG03486#2#JAHEOP010000331.1#0	HAPLOTYPE	HG03486	2	JAHEOP010000331.1	0	NO_SUBRANGE
HG02886#2#JAHAOT010000029.1#0[4480018-4972154]	HAPLOTYPE	HG02886	2	JAHAOT010000029.1	0	4480018-4972154
HG03453#1#JAGYVW010000119.1#0[1039901-40513109]	HAPLOTYPE	HG03453	1	JAGYVW010000119.1	0	1039901-40513109
HG02572#2#JAHAOV010000181.1#0	HAPLOTYPE	HG02572	2	JAHAOV010000181.1	0	NO_SUBRANGE
HG03516#1#JAGYYT010000102.1#0	HAPLOTYPE	HG03516	1	JAGYYT010000102.1	0	NO_SUBRANGE
HG02145#1#JAHKSG010000628.1#0	HAPLOTYPE	HG02145	1	JAHKSG010000628.1	0	NO_SUBRANGE
HG03453#2#JAGYVV010000011.1#0	HAPLOTYPE	HG03453	2	JAGYVV010000011.1	0	NO_SUBRANGE
HG01123#1#JAGYYZ010000026.1#0	HAPLOTYPE	HG01123	1	JAGYYZ010000026.1	0	NO_SUBRANGE
HG01891#2#JAGYVN010000169.1#0	HAPLOTYPE	HG01891	2	JAGYVN010000169.1	0	NO_SUBRANGE
HG01123#1#JAGYYZ010000125.1#0	HAPLOTYPE	HG01123	1	JAGYYZ010000125.1	0	NO_SUBRANGE
HG01071#1#JAHBCF010000167.1#0	HAPLOTYPE	HG01071	1	JAHBCF010000167.1	0	NO_SUBRANGE
NA20129#1#JAHEPE010000315.1#0[564936-699850]	HAPLOTYPE	NA20129	1	JAHEPE010000315.1	0	564936-699850
HG02818#1#JAHEOS010000203.1#0[2-11755354]	HAPLOTYPE	HG02818	1	JAHEOS010000203.1	0	2-11755354
HG01243#2#JAHEOX010000220.1#0[72-562586]	HAPLOTYPE	HG01243	2	JAHEOX010000220.1	0	72-562586
HG02818#1#JAHEOS010000445.1#0	HAPLOTYPE	HG02818	1	JAHEOS010000445.1	0	NO_SUBRANGE
HG03492#1#JAHEPI010000113.1#0	HAPLOTYPE	HG03492	1	JAHEPI010000113.1	0	NO_SUBRANGE
HG03540#2#JAGYVX010000077.1#0	HAPLOTYPE	HG03540	2	JAGYVX010000077.1	0	NO_SUBRANGE
HG02148#1#JAHAMG010000290.1#0	HAPLOTYPE	HG02148	1	JAHAMG010000290.1	0	NO_SUBRANGE
HG02886#1#JAHAOU010000344.1#0[12802-50913]	HAPLOTYPE	HG02886	1	JAHAOU010000344.1	0	12802-50913
HG01928#2#JAGYVP010000004.1#0	HAPLOTYPE	HG01928	2	JAGYVP010000004.1	0	NO_SUBRANGE
NA18906#1#JAHEOO010000064.1#0[4184783-4489526]	HAPLOTYPE	NA18906	1	JAHEOO010000064.1	0	4184783-4489526
HG02572#2#JAHAOV010000408.1#0	HAPLOTYPE	HG02572	2	JAHAOV010000408.1	0	NO_SUBRANGE
HG02145#1#JAHKSG010000373.1#0	HAPLOTYPE	HG02145	1	JAHKSG010000373.1	0	NO_SUBRANGE
HG00438#1#JAHBCB010000105.1#0	HAPLOTYPE	HG00438	1	JAHBCB010000105.1	0	NO_SUBRANGE
HG02148#2#JAHAMF010000069.1#0[1208166-24284547]	HAPLOTYPE	HG02148	2	JAHAMF010000069.1	0	1208166-24284547
HG03453#1#JAGYVW010000322.1#0	HAPLOTYPE	HG03453	1	JAGYVW010000322.1	0	NO_SUBRANGE
HG03492#2#JAHEPH010000004.1#0	HAPLOTYPE	HG03492	2	JAHEPH010000004.1	0	NO_SUBRANGE
HG02080#1#JAHEOW010000022.1#0	HAPLOTYPE	HG02080	1	JAHEOW010000022.1	0	NO_SUBRANGE
HG01071#1#JAHBCF010000042.1#0[54-13539187]	HAPLOTYPE	HG01071	1	JAHBCF010000042.1	0	54-13539187
HG03516#2#JAGYYS010000013.1#0[1523-26218035]	HAPLOTYPE	HG03516	2	JAGYYS010000013.1	0	1523-26218035
HG00733#2#MT#0	HAPLOTYPE	HG00733	2	MT	0	NO_SUBRANGE
HG02630#1#JAHAOQ010000075.1#0[26468558-27428714]	HAPLOTYPE	HG02630	1	JAHAOQ010000075.1	0	26468558-27428714
HG03486#1#JAHEOQ010000165.1#0[724-2657727]	HAPLOTYPE	HG03486	1	JAHEOQ010000165.1	0	724-2657727
HG01071#1#JAHBCF010000123.1#0	HAPLOTYPE	HG01071	1	JAHBCF010000123.1	0	NO_SUBRANGE
HG01978#1#JAGYVS010000048.1#0[17420077-18533377]	HAPLOTYPE	HG01978	1	JAGYVS010000048.1	0	17420077-18533377
HG00733#2#JAHEPP010000041.1#0[18401486-20381403]	HAPLOTYPE	HG00733	2	JAHEPP010000041.1	0	18401486-20381403
HG01928#1#JAGYVQ010000177.1#0	HAPLOTYPE	HG01928	1	JAGYVQ010000177.1	0	NO_SUBRANGE
HG02818#2#JAHEOR010000309.1#0	HAPLOTYPE	HG02818	2	JAHEOR010000309.1	0	NO_SUBRANGE
HG02145#1#JAHKSG010000192.1#0[42896-287862]	HAPLOTYPE	HG02145	1	JAHKSG010000192.1	0	42896-287862
HG02717#2#JAHAOR010000001.1#0	HAPLOTYPE	HG02717	2	JAHAOR010000001.1	0	NO_SUBRANGE
HG02109#2#JAHEPF010000359.1#0	HAPLOTYPE	HG02109	2	JAHEPF010000359.1	0	NO_SUBRANGE
NA20129#1#JAHEPE010000229.1#0	HAPLOTYPE	NA20129	1	JAHEPE010000229.1	0	NO_SUBRANGE
HG01952#2#JAHAMD010000237.1#0[71529-114389]	HAPLOTYPE	HG01952	2	JAHAMD010000237.1	0	71529-114389
HG01358#1#JAGYZB010000392.1#0	HAPLOTYPE	HG01358	1	JAGYZB010000392.1	0	NO_SUBRANGE
NA18906#2#JAHEON010000086.1#0[11500471-12363785]	HAPLOTYPE	NA18906	2	JAHEON010000086.1	0	11500471-12363785
HG01952#1#JAHAME010000278.1#0	HAPLOTYPE	HG01952	1	JAHAME010000278.1	0	NO_SUBRANGE
HG02622#2#JAHAON010000099.1#0[294-1008366]	HAPLOTYPE	HG02622	2	JAHAON010000099.1	0	294-1008366
HG01123#2#JAGYYY010000170.1#0	HAPLOTYPE	HG01123	2	JAGYYY010000170.1	0	NO_SUBRANGE
HG01106#2#JAHAMB010000125.1#0[13163-767792]	HAPLOTYPE	HG01106	2	JAHAMB010000125.1	0	13163-767792
HG03492#2#JAHEPH010000282.1#0	HAPLOTYPE	HG03492	2	JAHEPH010000282.1	0	NO_SUBRANGE
HG02630#2#JAHAOP010000124.1#0	HAPLOTYPE	HG02630	2	JAHAOP010000124.1	0	NO_SUBRANGE
HG00621#2#JAHBCC010000048.1#0[32808430-50294217]	HAPLOTYPE	HG00621	2	JAHBCC010000048.1	0	32808430-50294217
HG02723#1#JAHEOU010000470.1#0	HAPLOTYPE	HG02723	1	JAHEOU010000470.1	0	NO_SUBRANGE
HG02622#2#JAHAON010000021.1#0[30890983-31175800]	HAPLOTYPE	HG02622	2	JAHAON010000021.1	0	30890983-31175800
HG02572#2#JAHAOV010000182.1#0	HAPLOTYPE	HG02572	2	JAHAOV010000182.1	0	NO_SUBRANGE
HG01109#1#JAHEPA010000173.1#0	HAPLOTYPE	HG01109	1	JAHEPA010000173.1	0	NO_SUBRANGE
HG02818#1#JAHEOS010000093.1#0	HAPLOTYPE	HG02818	1	JAHEOS010000093.1	0	NO_SUBRANGE
HG01361#1#JAGYYX010000055.1#0	HAPLOTYPE	HG01361	1	JAGYYX010000055.1	0	NO_SUBRANGE
NA21309#1#JAHEPC010000311.1#0	HAPLOTYPE	NA21309	1	JAHEPC010000311.1	0	NO_SUBRANGE
NA21309#1#JAHEPC010000180.1#0[350211-429270]	HAPLOTYPE	NA21309	1	JAHEPC010000180.1	0	350211-429270
HG00741#2#JAHALX010000128.1#0[190191-595426]	HAPLOTYPE	HG00741	2	JAHALX010000128.1	0	190191-595426
HG02559#2#JAGYVJ010000046.1#0	HAPLOTYPE	HG02559	2	JAGYVJ010000046.1	0	NO_SUBRANGE
HG00438#1#JAHBCB010000082.1#0	HAPLOTYPE	HG00438	1	JAHBCB010000082.1	0	NO_SUBRANGE
HG02886#2#JAHAOT010000069.1#0[98-12316960]	HAPLOTYPE	HG02886	2	JAHAOT010000069.1	0	98-12316960
HG02145#2#JAHKSF010000015.1#0	HAPLOTYPE	HG02145	2	JAHKSF010000015.1	0	NO_SUBRANGE
HG02080#1#JAHEOW010000179.1#0	HAPLOTYPE	HG02080	1	JAHEOW010000179.1	0	NO_SUBRANGE
HG03579#2#JAGYVT010000253.1#0	HAPLOTYPE	HG03579	2	JAGYVT010000253.1	0	NO_SUBRANGE
HG03579#1#JAGYVU010000065.1#0[12917463-15591547]	HAPLOTYPE	HG03579	1	JAGYVU010000065.1	0	12917463-15591547
HG02818#1#JAHEOS010000280.1#0[6-897819]	HAPLOTYPE	HG02818	1	JAHEOS010000280.1	0	6-897819
HG01978#2#JAGYVR010000015.1#0[897-49629892]	HAPLOTYPE	HG01978	2	JAGYVR010000015.1	0	897-49629892
HG01358#1#JAGYZB010000082.1#0[3972-6314325]	HAPLOTYPE	HG01358	1	JAGYZB010000082.1	0	3972-6314325
HG01978#2#JAGYVR010000106.1#0[5258-4514134]	HAPLOTYPE	HG01978	2	JAGYVR010000106.1	0	5258-4514134
NA18906#2#JAHEON010000157.1#0[17259-101924]	HAPLOTYPE	NA18906	2	JAHEON010000157.1	0	17259-101924
HG02572#2#JAHAOV010000445.1#0	HAPLOTYPE	HG02572	2	JAHAOV010000445.1	0	NO_SUBRANGE
HG00621#2#JAHBCC010000138.1#0	HAPLOTYPE	HG00621	2	JAHBCC010000138.1	0	NO_SUBRANGE
HG01361#2#JAGYYW010000009.1#0	HAPLOTYPE	HG01361	2	JAGYYW010000009.1	0	NO_SUBRANGE
HG02145#1#JAHKSG010000667.1#0	HAPLOTYPE	HG02145	1	JAHKSG010000667.1	0	NO_SUBRANGE
HG02572#2#JAHAOV010000382.1#0	HAPLOTYPE	HG02572	2	JAHAOV010000382.1	0	NO_SUBRANGE
HG02109#1#JAHEPG010000129.1#0[885730-12724026]	HAPLOTYPE	HG02109	1	JAHEPG010000129.1	0	885730-12724026
HG02257#2#JAGYVH010000084.1#0	HAPLOTYPE	HG02257	2	JAGYVH010000084.1	0	NO_SUBRANGE
HG01243#1#JAHEOY010000017.1#0[9988344-23633605]	HAPLOTYPE	HG01243	1	JAHEOY010000017.1	0	9988344-23633605
HG02080#1#JAHEOW010000055.1#0[4705-1807814]	HAPLOTYPE	HG02080	1	JAHEOW010000055.1	0	4705-1807814
HG02145#1#JAHKSG010000168.1#0[1401537-1573383]	HAPLOTYPE	HG02145	1	JAHKSG010000168.1	0	1401537-1573383
HG02257#2#JAGYVH010000014.1#0[23201693-41732371]	HAPLOTYPE	HG02257	2	JAGYVH010000014.1	0	23201693-41732371
NA21309#1#JAHEPC010000113.1#0[587-5606721]	HAPLOTYPE	NA21309	1	JAHEPC010000113.1	0	587-5606721
NA20129#1#JAHEPE010000247.1#0	HAPLOTYPE	NA20129	1	JAHEPE010000247.1	0	NO_SUBRANGE
HG01978#1#JAGYVS010000238.1#0	HAPLOTYPE	HG01978	1	JAGYVS010000238.1	0	NO_SUBRANGE
HG01952#2#JAHAMD010000083.1#0	HAPLOTYPE	HG01952	2	JAHAMD010000083.1	0	NO_SUBRANGE
HG02559#1#JAGYVK010000006.1#0[3950-110433957]	HAPLOTYPE	HG02559	1	JAGYVK010000006.1	0	3950-110433957
HG03579#2#JAGYVT010000069.1#0[2466340-2837857]	HAPLOTYPE	HG03579	2	JAGYVT010000069.1	0	2466340-2837857
HG02886#2#JAHAOT010000088.1#0[7012303-7045986]	HAPLOTYPE	HG02886	2	JAHAOT010000088.1	0	7012303-7045986
HG01106#2#JAHAMB010000190.1#0[38-34942]	HAPLOTYPE	HG01106	2	JAHAMB010000190.1	0	38-34942
HG01109#2#JAHEOZ010000117.1#0[5490134-6823825]	HAPLOTYPE	HG01109	2	JAHEOZ010000117.1	0	5490134-6823825
